first_name,second_name,web_name,team_name,position,gw,player_id,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,total_points,in_dreamteam
Benoît,Badiashile Mukinayi,B.Badiashile,Chelsea,DEF,10,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Wesley,Fofana,Fofana,Chelsea,DEF,10,230,88,0,0,1,0,0,0,0,0,0,0,0,25,9.0,0.6,0.0,1.0,5,6,0,5,1,0.00,0.00,0.00,0.10,6,False
Mamadou,Sarr,M.Sarr,Chelsea,DEF,10,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Tosin,Adarabioyo,Tosin,Chelsea,DEF,10,232,1,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,1,False
Josh,Acheampong,Acheampong,Chelsea,DEF,10,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Aarón,Anselmino,Anselmino,Chelsea,DEF,10,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Cole,Palmer,Palmer,Chelsea,MID,10,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Pedro,Lomba Neto,Neto,Chelsea,MID,10,236,84,0,0,1,0,0,0,0,0,0,0,0,3,9.8,18.8,41.0,7.0,0,5,1,6,1,0.62,0.02,0.64,0.10,3,False
Enzo,Fernández,Enzo,Chelsea,MID,10,237,90,0,0,1,0,0,0,0,1,0,0,0,10,14.4,45.7,26.0,8.6,0,2,2,4,1,0.48,0.17,0.65,0.10,2,False
Estêvão,Almeida de Oliveira Gonçalves,Estêvão,Chelsea,MID,10,238,5,0,0,0,0,0,0,0,0,0,0,0,-1,0.6,0.7,2.0,0.3,0,1,0,1,0,0.00,0.01,0.01,0.00,1,False
Jamie,Bynoe-Gittens,Gittens,Chelsea,MID,10,239,24,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.6,6.0,0.8,0,1,0,1,0,0.51,0.01,0.52,0.04,1,False
Christopher,Nkunku,Nkunku,Chelsea,MID,10,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Moisés,Caicedo Corozo,Caicedo,Chelsea,MID,10,241,90,0,1,1,0,0,0,0,0,0,0,2,33,27.4,25.6,4.0,5.7,6,7,2,15,1,0.00,0.28,0.28,0.10,10,False
Kiernan,Dewsbury-Hall,Dewsbury-Hall,Everton,MID,10,242,82,0,0,0,1,0,0,0,0,0,0,0,9,11.6,20.7,9.0,4.1,3,2,1,6,1,0.06,0.09,0.15,1.09,2,False
Tyrique,George,George,Chelsea,MID,10,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Roméo,Lavia,Lavia,Chelsea,MID,10,244,14,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.4,2.0,0.2,0,0,0,0,0,0.00,0.01,0.01,0.00,1,False
Mykhailo,Mudryk,Mudryk,Chelsea,MID,10,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Andrey,Nascimento dos Santos,Andrey Santos,Chelsea,MID,10,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Dário,Luís Essugo,D.Essugo,Chelsea,MID,10,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Kendry,Páez Andrade,Paez,Chelsea,MID,10,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
João Pedro,Junqueira de Jesus,João Pedro,Chelsea,FWD,10,249,90,1,0,1,0,0,0,0,0,0,0,3,44,57.6,23.1,93.0,17.4,1,5,3,9,1,1.86,0.13,1.99,0.10,9,True
Liam,Delap,Delap,Chelsea,FWD,10,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Nicolas,Jackson,N.Jackson,Chelsea,FWD,10,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Marc,Guiu Paz,Marc Guiu,Chelsea,FWD,10,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Dean,Henderson,Henderson,Crystal Palace,GKP,10,253,90,0,0,1,0,0,0,0,0,0,2,0,25,13.0,0.0,0.0,1.3,1,7,0,0,1,0.00,0.00,0.00,0.54,6,False
Walter,Benítez,Benitez,Crystal Palace,GKP,10,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Remi,Matthews,Matthews,Crystal Palace,GKP,10,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Daniel,Muñoz Mejía,Muñoz,Crystal Palace,DEF,10,256,90,0,0,1,0,0,0,0,0,0,0,0,23,12.2,2.2,7.0,2.1,5,4,1,6,1,0.02,0.02,0.04,0.54,6,False
Maxence,Lacroix,Lacroix,Crystal Palace,DEF,10,257,90,0,0,1,0,0,0,0,0,0,0,0,24,16.4,0.0,2.0,1.8,10,1,0,10,1,0.00,0.00,0.00,0.54,8,False
Tyrick,Mitchell,Mitchell,Crystal Palace,DEF,10,258,90,0,0,1,0,0,0,0,0,0,0,0,19,8.8,11.2,2.0,2.2,4,5,0,4,1,0.00,0.04,0.04,0.54,6,False
Borna,Sosa,Sosa,Crystal Palace,DEF,10,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Marc,Guéhi,Guéhi,Crystal Palace,DEF,10,260,90,0,0,1,0,0,0,0,0,0,0,2,34,24.6,10.8,2.0,3.7,7,4,5,12,1,0.00,0.02,0.02,0.54,10,True
Chris,Richards,Richards,Crystal Palace,DEF,10,261,90,0,0,1,0,0,0,0,0,0,0,0,22,20.0,0.3,2.0,2.2,6,2,2,8,1,0.00,0.00,0.00,0.54,6,False
Chadi,Riad Dnanou,Chadi Riad,Crystal Palace,DEF,10,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Nathaniel,Clyne,Clyne,Crystal Palace,DEF,10,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Rob,Holding,Holding,Crystal Palace,DEF,10,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Caleb,Kporha,Kporha,Crystal Palace,DEF,10,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Eberechi,Eze,Eze,Arsenal,MID,10,266,71,0,0,1,0,0,0,0,0,0,0,0,9,3.2,2.9,5.0,1.1,0,4,1,5,1,0.12,0.01,0.13,0.02,3,False
Ismaïla,Sarr,Sarr,Crystal Palace,MID,10,267,90,0,0,1,0,0,0,0,0,0,0,0,6,5.8,2.6,16.0,2.4,5,4,1,10,1,0.34,0.01,0.35,0.54,3,False
Cheick,Doucouré,Doucouré,Crystal Palace,MID,10,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Romain,Esse,Esse,Crystal Palace,MID,10,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Will,Hughes,Hughes,Crystal Palace,MID,10,270,12,0,0,0,0,0,0,0,0,0,0,0,3,2.4,10.1,2.0,1.5,0,1,0,1,0,0.00,0.00,0.00,0.01,1,False
Daichi,Kamada,Kamada,Crystal Palace,MID,10,271,77,0,0,1,0,0,0,0,0,0,0,0,9,4.2,7.0,8.0,1.9,2,9,1,12,1,0.08,0.03,0.11,0.53,5,False
Jefferson,Lerma Solís,Lerma,Crystal Palace,MID,10,272,90,0,2,1,0,0,0,0,0,0,0,1,28,26.4,15.8,11.0,5.3,2,4,1,7,1,0.05,0.05,0.10,0.54,10,False
Adam,Wharton,Wharton,Crystal Palace,MID,10,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Asher,Agbinone,Agbinone,Crystal Palace,MID,10,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Naouirou,Ahamada,Ahamada,Crystal Palace,MID,10,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Justin,Devenny,Devenny,Crystal Palace,MID,10,276,12,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.01,1,False
Malcolm,Ebiowei,Ebiowei,Crystal Palace,MID,10,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Jesurun,Rak-Sakyi,J.Rak-Sakyi,Crystal Palace,MID,10,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Matheus,França de Oliveira,M.França,Crystal Palace,MID,10,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
David,Ozoh,Ozoh,Crystal Palace,MID,10,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Kaden,Rodney,Rodney,Crystal Palace,MID,10,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Franco,Umeh-Chibueze,Umeh,Crystal Palace,MID,10,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Jean-Philippe,Mateta,Mateta,Crystal Palace,FWD,10,283,89,1,0,1,0,0,0,0,0,0,0,3,37,40.4,1.8,42.0,8.4,2,2,1,5,1,0.11,0.01,0.12,0.54,9,False
Eddie,Nketiah,Nketiah,Crystal Palace,FWD,10,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Odsonne,Édouard,Édouard,Crystal Palace,FWD,10,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Zach,Marsh,Marsh,Crystal Palace,FWD,10,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Jordan,Pickford,Pickford,Everton,GKP,10,287,90,0,0,0,1,0,0,0,0,0,2,0,11,20.6,0.1,0.0,2.1,2,7,0,0,1,0.00,0.01,0.01,1.09,2,False
Mark,Travers,Travers,Everton,GKP,10,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Harry,Tyrer,Tyrer,Everton,GKP,10,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Jarrad,Branthwaite,Branthwaite,Everton,DEF,10,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
James,Tarkowski,Tarkowski,Everton,DEF,10,291,90,0,0,0,1,0,0,0,0,0,0,0,10,16.4,5.6,4.0,2.6,8,1,0,8,1,0.00,0.02,0.02,1.09,2,False
Vitalii,Mykolenko,Mykolenko,Everton,DEF,10,292,90,0,0,0,1,0,0,0,0,0,0,0,10,20.4,1.8,7.0,2.9,6,4,1,7,1,0.02,0.01,0.03,1.09,2,False
Jake,O'Brien,O'Brien,Everton,DEF,10,293,82,0,0,0,1,0,0,0,0,0,0,0,7,22.0,1.5,0.0,2.4,8,3,1,9,1,0.00,0.01,0.01,1.09,2,False
Séamus,Coleman,Coleman,Everton,DEF,10,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Michael,Keane,Keane,Everton,DEF,10,295,90,0,0,0,1,0,0,0,0,0,0,0,12,40.6,0.7,2.0,4.3,17,1,1,18,1,0.00,0.01,0.01,1.09,4,False
Nathan,Patterson,Patterson,Everton,DEF,10,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Roman,Dixon,Dixon,Everton,DEF,10,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Reece,Welch,Welch,Everton,DEF,10,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Iliman,Ndiaye,Ndiaye,Everton,MID,10,299,61,1,0,0,1,0,0,0,0,0,0,2,28,35.8,1.4,26.0,6.3,0,4,1,5,1,0.21,0.04,0.25,0.42,9,False
Dwight,McNeil,McNeil,Everton,MID,10,300,28,0,0,0,0,0,0,0,0,0,0,0,3,1.6,0.2,0.0,0.2,0,1,1,2,0,0.00,0.00,0.00,0.67,1,False
Carlos,Alcaraz Durán,Alcaraz,Everton,MID,10,301,7,0,0,0,0,0,0,0,1,0,0,0,-1,0.0,0.8,6.0,0.6,0,1,0,1,0,0.00,0.01,0.01,0.00,0,False
Idrissa Gana,Gueye,Gana,Everton,MID,10,302,90,0,0,0,1,0,0,0,0,0,0,0,19,19.4,22.3,0.0,4.2,5,5,4,14,1,0.00,0.09,0.09,1.09,4,False
James,Garner,Garner,Everton,MID,10,303,90,0,0,0,1,0,0,0,0,0,0,0,12,5.8,3.0,3.0,1.2,1,5,2,8,1,0.03,0.02,0.05,1.09,2,False
Tim,Iroegbunam,Iroegbunam,Everton,MID,10,304,7,0,0,0,0,0,0,0,0,0,0,0,3,1.2,0.1,0.0,0.1,1,1,0,2,0,0.00,0.00,0.00,0.00,1,False
Harrison,Armstrong,Armstrong,Everton,MID,10,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Callum,Bates,Bates,Everton,MID,10,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Coby,Ebere,Ebere,Everton,MID,10,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Isaac,Heath,Heath,Everton,MID,10,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Jenson,Metcalfe,Metcalfe,Everton,MID,10,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Thierno,Barry,Barry,Everton,FWD,10,310,56,0,0,0,1,0,0,0,1,0,0,0,-8,0.0,5.8,14.0,1.5,1,1,0,2,1,0.51,0.00,0.51,0.42,0,False
Norberto Bercique,Gomes Betuncal,Beto,Everton,FWD,10,311,33,0,0,0,0,0,0,0,0,0,0,0,2,7.4,0.0,0.0,0.7,5,0,0,5,0,0.00,0.00,0.00,0.67,1,False
Youssef,Ramalho Chermiti,Y.Chermiti,Everton,FWD,10,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Martin,Sherif,Sherif,Everton,FWD,10,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Bernd,Leno,Leno,Fulham,GKP,10,314,90,0,0,1,0,0,0,0,0,0,2,1,28,19.8,0.0,0.0,2.0,1,14,0,0,1,0.00,0.00,0.00,0.24,7,True
Steven,Benda,Benda,Fulham,GKP,10,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Antonee,Robinson,Robinson,Fulham,DEF,10,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Joachim,Andersen,Andersen,Fulham,DEF,10,317,90,0,0,1,0,0,0,0,0,0,0,0,25,12.2,1.5,14.0,2.8,4,9,0,4,1,0.05,0.22,0.27,0.24,6,False
Calvin,Bassey,Bassey,Fulham,DEF,10,318,90,0,0,1,0,0,0,0,0,0,0,0,24,12.2,1.2,2.0,1.5,1,2,2,3,1,0.00,0.01,0.01,0.24,6,False
Timothy,Castagne,Castagne,Fulham,DEF,10,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Issa,Diop,Diop,Fulham,DEF,10,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Jorge,Cuenca Barreno,J.Cuenca,Fulham,DEF,10,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Kenny,Tete,Tete,Fulham,DEF,10,322,90,0,0,1,0,0,0,0,0,0,0,0,25,15.4,13.0,29.0,5.7,2,3,1,3,1,0.10,0.02,0.12,0.24,6,False
Samuel,Amissah,Amissah,Fulham,DEF,10,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Alex,Iwobi,Iwobi,Fulham,MID,10,324,88,0,0,1,0,0,0,0,0,0,0,0,17,18.2,66.0,9.0,9.3,3,4,0,7,1,0.02,0.30,0.32,0.17,3,False
Emile,Smith Rowe,Smith Rowe,Fulham,MID,10,325,18,0,0,0,0,0,0,0,0,0,0,0,5,3.6,13.3,9.0,2.6,0,1,0,1,0,0.13,0.03,0.16,0.07,1,False
Adama,Traoré Diarra,Adama,Fulham,MID,10,326,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,1.8,5.0,0.6,0,0,0,0,0,0.02,0.01,0.03,0.07,1,False
Andreas,Hoelgebaum Pereira,Andreas,Fulham,MID,10,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Ryan,Sessegnon,Sessegnon,Fulham,MID,10,328,90,1,1,1,0,0,0,0,0,0,0,3,40,45.6,8.1,21.0,7.5,5,2,0,7,1,0.22,0.02,0.24,0.24,14,True
Harry,Wilson,Wilson,Fulham,MID,10,329,76,1,0,1,0,0,0,0,0,0,0,2,32,42.2,34.8,25.0,10.2,4,4,0,8,1,0.18,0.10,0.28,0.17,10,False
Sander,Berge,Berge,Fulham,MID,10,330,90,0,1,1,0,0,0,0,1,0,0,0,19,11.4,29.8,7.0,4.8,1,3,1,5,1,0.11,0.04,0.15,0.24,5,False
Tom,Cairney,Cairney,Fulham,MID,10,331,18,0,0,0,0,0,0,0,0,0,0,0,5,11.2,12.8,5.0,2.9,2,0,0,2,0,0.10,0.02,0.12,0.07,1,False
Saša,Lukić,Lukić,Fulham,MID,10,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Martial,Godo,Godo,Fulham,MID,10,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Luke,Harris,Harris,Fulham,MID,10,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Josh,King,King,Fulham,MID,10,335,71,0,0,1,0,0,0,0,0,0,0,0,10,1.8,12.5,5.0,1.9,0,2,1,3,1,0.03,0.04,0.07,0.17,3,False
Harrison,Reed,Reed,Fulham,MID,10,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Raúl,Jiménez Rodríguez,Raúl,Fulham,FWD,10,337,71,0,1,1,0,0,0,0,0,0,0,0,22,23.2,36.0,6.0,6.5,2,3,0,5,1,0.00,0.22,0.22,0.17,5,False
Rodrigo,Muniz Carvalho,Muniz,Fulham,FWD,10,338,18,0,0,0,0,0,0,0,0,0,0,0,4,1.0,0.0,2.0,0.3,1,1,0,2,0,0.03,0.00,0.03,0.07,1,False
Illan,Meslier,Meslier,Leeds,GKP,10,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Alex,Cairns,Cairns,Leeds,GKP,10,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Karl,Darlow,Darlow,Leeds,GKP,10,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Jayden,Bogle,Bogle,Leeds,DEF,10,342,76,0,0,0,3,0,0,0,0,0,0,0,-9,0.0,5.3,4.0,0.9,1,1,0,1,1,0.00,0.01,0.01,2.94,1,False
Pascal,Struijk,Struijk,Leeds,DEF,10,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Jaka,Bijol,Bijol,Leeds,DEF,10,344,90,0,0,0,3,0,0,0,0,0,0,0,2,12.4,1.1,2.0,1.6,3,6,0,3,1,0.00,0.01,0.01,3.07,1,False
Sebastiaan,Bornauw,Bornauw,Leeds,DEF,10,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Sam,Byram,Byram,Leeds,DEF,10,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Gabriel,Gudmundsson,Gudmundsson,Leeds,DEF,10,347,90,0,0,0,3,0,0,0,0,0,0,0,6,21.0,12.2,4.0,3.7,6,4,2,8,1,0.00,0.01,0.01,3.07,1,False
Joe,Rodon,Rodon,Leeds,DEF,10,348,90,0,0,0,3,0,0,0,0,0,0,0,5,20.0,1.4,2.0,2.3,7,3,1,8,1,0.00,0.01,0.01,3.07,1,False
Isaac,Schmidt,Schmidt,Leeds,DEF,10,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Brenden,Aaronson,Aaronson,Leeds,MID,10,350,90,0,0,0,3,0,0,0,0,0,0,0,4,2.6,13.5,2.0,1.8,0,1,0,1,1,0.00,0.15,0.15,3.07,2,False
Wilfried,Gnonto,Gnonto,Leeds,MID,10,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Jack,Harrison,Harrison,Leeds,MID,10,352,13,0,0,0,0,0,0,0,0,0,0,0,2,2.2,13.6,2.0,1.8,0,0,0,0,0,0.00,0.02,0.02,0.13,1,False
Daniel,James,James,Leeds,MID,10,353,29,0,0,0,2,0,0,0,0,0,0,0,5,2.4,13.1,0.0,1.6,0,1,0,1,0,0.00,0.15,0.15,1.38,1,False
Ethan,Ampadu,Ampadu,Leeds,MID,10,354,90,0,0,0,3,0,0,0,1,0,0,0,14,13.6,2.8,0.0,1.6,3,4,2,9,1,0.00,0.01,0.01,3.07,1,False
Sam,Greenwood,Greenwood,Leeds,MID,10,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Ilia,Gruev,Gruev,Leeds,MID,10,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Largie,Ramazani,Ramazani,Leeds,MID,10,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Tanaka,Ao,Tanaka,Leeds,MID,10,358,60,0,0,0,1,0,0,0,0,0,0,0,11,4.0,6.0,0.0,1.0,3,5,1,9,1,0.00,0.01,0.01,1.69,2,False
Charlie,Crew,Crew,Leeds,MID,10,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Joe,Gelhardt,Gelhardt,Leeds,MID,10,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Darko,Gyabi,Gyabi,Leeds,MID,10,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Joël,Piroe,Piroe,Leeds,FWD,10,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Patrick,Bamford,Bamford,Leeds,FWD,10,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
